text,label,islenmis_text
mutsuzum kalbim fiziksel duygusal acıyor anlayamıyorum ,uzgun,mutsuz kalb fizik duygu ac anla
mutsuzum ağlamak istiyorum ,uzgun,mutsuz ağla ist
kendimi mutsuz hissediyorum gerçekten mutsuzum sorguluyorum ,uzgun,kendi mutsuz hissed gerçekten mutsuz sorgul
laf cidden şişmanım mutsuzum keşke ölsem ,uzgun,laf cidden şişman mutsuz keşke öl
mutsuzum hemde sevmiyormuş geliyor ,uzgun,mutsuz hemde sev gel
tırnağım kırıldı mutsuzum sebep ,uzgun,tırnağ kır mutsuz sebep
bugün saat uyumak istiyorum yorgun mutsuzum anlatamam ,uzgun,bugün saat uyu ist yorgun mutsuz anlat
uzaylılar dünyadan sıkıldım gelin alın bi uzaylı istilasına ihtiyacım ,uzgun,uzay dünya sıkıl gel al bi uzay istila ihtiyac
hayat diskalifiye et gözünü seveyim tükendim ,uzgun,hayat diskalifiye et göz sev tüken
sıradan çinko karbon piller tükendim resmen ,uzgun,sıradan çinko karbon pil tüken resmen
belirsizliklerden sıkıldım net olun ,uzgun,belirsiz sıkıl net ol
haftaya sınavlarım başlıyor tükendim ,uzgun,hafta sınav başl tüken
gündür soğuk şimdiden tükendim ,uzgun,gün soğuk şimdiden tüken
kendimi güçlü hissetmiyorum tükendim ,uzgun,kendi güçlü hisset tüken
tükenmişlik sendromuna yeni boyutlar getirecek tükendim ,uzgun,tüken sendrom yeni boyut getir tüken
kendimi lime lime kesip ölmeyi beklemek istiyorum içime içime üzülmekten kimseye anlatmamaktan tükendim ,uzgun,kendi lime lime kes öl bekle ist iç iç üzül kimse anlat tüken
kalan gücümle geldim derken şaka yapmıyodum tükendim bileye gücüm kalmadı ,uzgun,kal güc gel derken şaka yapmıyodum tüken bile güc kal
sıkıldım azcık tarafa doğru sıkılıyım ,uzgun,sıkıl az taraf doğru sıkı
olmayınca zorlamaktan tükendim çıksın zorlasın olmazları ,uzgun,ol zorla tüken çık zorla olmaz
yıkılan köprüleri inşa ediyorum tuğla koymuyor sunuz yoruldum…gerçekten yoruldum ,uzgun,yık köprü inşa ed tuğla koy sunuz yoruldumgerçekten yor
gayret et inan yoruldum ,uzgun,gayret et inan yor
insanlar espiri yapmasın gün boyunca yoruldum ,uzgun,insan espiri yap gün boyunca yor
dokunduğumda yanmaktan yoruldum ,uzgun,dokun yan yor
bazılarına kırgınım kırgın olduğumu söylemeyecek ,uzgun,bazı kırgın kırgın ol söyle
çevremde kimseyle konuşmak istemiyorumicimde fırtınalar kopuyormutlu görünmekten yoruldum ,uzgun,çevre kimse konuş istemiyorumicimde fırtına kopuyormutlu görün yor
sene kurtulcam şehirden demekten yoruldum sal kış yeter ,uzgun,se kurtulcam şehir de yor sal kış yeter
gözlerimi açmışken bakar yapıp dünyayı seyretmene kırgınım ,uzgun,göz aç bak yap dünya seyret kırgın
cidden sıkıldım resmen rezillik yeter bıktım ,uzgun,cidden sıkıl resmen rezil yeter bık
hayatımın yarısı yediğim kazıkları çıkarmakla geçti yıprandım ,uzgun,hayat yarı ye kazık çıkar geç yıpran
kendimden taşınmak istiyorum yıprandım yeni sıfır lazım ,uzgun,kendi taşın ist yıpran yeni sıfır lazım
okumaktan bıktım bunaldım yıprandım ,uzgun,oku bık bunal yıpran
mahvoldum bittim sıkıldım bunaldım üzüldüm tükendim yıprandım kelimeleri ,uzgun,mahvol bit sıkıl bunal üzül tüken yıpran kelime
sıkıldım yoruldum insanların plana çıkma istekleri istekleri çıkarları yıprandım ,uzgun,sıkıl yor insan plan çıkma istek istek çıkar yıpran
sıkıldım sıkılmadınız gençler saat geçmiyor ,uzgun,sıkıl sıkıl genç saat geç
kırgınım özrün telafi edemeyeceği yoruldum yıprandım üzen kıran herkesten vazgeçtim ,uzgun,kırgın özr telafi ed yor yıpran üz kıran herkes vazgeç
geçmişte yıprandım yüzden geleceğimi umursamıyorum ,uzgun,geçmiş yıpran yüz geleceğ umursa
haftalardır çantamda kitap gezdirip türlü okumaya fırsat bulamıyorum yıprandım ,uzgun,haf çanta kitap gez türlü oku fırsat bul yıpran
bildiğim tek fazlasıyla yıprandım fazlasıyla tükendim senelerce beklemek yordu yordu hayal ettiğim güzel günler gelsin artk ,uzgun,bil tek fazlasıyla yıpran fazlasıyla tüken sene bekle yor yor hayal et güzel günle gel artk
dgslilerin sorunu integral trigonometrişimdi okuyacaksın sorusuyoruldum anlatmaktan ,uzgun,dgslilerin soru integral trigonometrişimdi oku sorusuyoruldum anlat
of mesaj atmamış günaydın kırgınım ,uzgun,of mesaj at günaydın kırgın
kayboldum yoruldum kaçmadım savaş yanlısı saçlarından ,uzgun,kaybol yor kaç savaş yanlı saç
keşke sorunlarımı uyuyarak çözebilseydim uyumayıp çözmeye çalışıp üstüne çözemiyorum yaşayamıyorum hayatı ,uzgun,keşke sorun uyu çöz uyu çöz çalış üstüne çöz yaşa hayat
batak oynayan gelsin sıkıldım anam ,uzgun,batak oyna gel sıkıl ana
yoruldum herşeyden yanlış durakta indiğimi ana caddeye çıkınca anladım ,uzgun,yor herşey yanlış durak in ana cadde çık anla
yorgunsun sorusuna cevap aramaktan sormasınlar gülümsemekten yoruldum ,uzgun,yorgun soru cevap ara sor gülümse yor
okula gün gitmedim fare kesmişler şarj aletimi yurtta unuttum mutsuzum ,uzgun,okul gün git fare kes şarj alet yurt unut mutsuz
mutsuz olacak buldum kendime mutsuzum ,uzgun,mutsuz ol bul kendi mutsuz
içimde bok his mutsuzum ,uzgun,iç bok his mutsuz
mutsuzum hastayım güldür doktor ,uzgun,mutsuz hasta güldür doktor
mutsuzum heidinin pislik claranın evinde hapsolduğu bölümleri izleyip ağlıyorum ,uzgun,mutsuz heidi pislik clara ev hapsol bölüm izle ağl
şaşırmayı unuttuğumdan mutsuzum yüzden acemi arıyorum sokakta ,uzgun,şaşır unut mutsuz yüz acemi ar sokak
başım ağrıyor açlıktan bayılmak üzereyim mutsuzum ,uzgun,baş ağr açlık bayıl üzere mutsuz
arkadaşlar tükendim edin ,uzgun,arkadaş tüken ed
ay tükendim nokta vizeler tükenmedi tükenmez kalem tükendi ,uzgun,ay tüken nokta vize tüken tükenmez kale tüken
ay galiba tükendim emin değilim bence tükendim ,uzgun,ay galiba tüken emin değil bence tüken
yolda yürürken birden yere oturup tükendim yeter istiyorum ,uzgun,yol yürü birden yer otur tüken yeter ist
tükendiğimi anlatamıyorum tükendim ,uzgun,tüken anlat tüken
acı insanı güçlü yapıyor yıprandım güçlüyüm ,uzgun,acı insa güçlü yap yıpran güçlü
uzaklardan feryat ediyorum çamurlandım kirlendim yıprandım manasız herşey herşey anlamsız ,uzgun,uzak feryat ed çamur kirlen yıpran mana herşey herşey anlam
farkettim gündür tweetlerimde vize kelimesi göze çarpıyor yıprandım ,uzgun,farket gün tweet vize kelime göze çarp yıpran
arkadaşlarımızı verip tabak mantı alabilsek keşke ,uzgun,arkadaş ver tabak mantı al keşke
hayatımın yarısı yediğim kazıkları çıkarmakla geçti yıprandım ,uzgun,hayat yarı ye kazık çıkar geç yıpran
not görmekten sınava girmekten öğk geldi gün robot aynı şeyleri yapmaktan bıktım kuscam ,uzgun,not gör sınav gir öğk gel gün robot aynı şey yap bık kuscam
bıktım bıktım insanların aptal koymasından bıktım ,uzgun,bık bık insan aptal koy bık
haftadır sürekli limonlu sıcak su içmekten bıktım yeter hastalık peşimi bırak ,uzgun,haf sürekli limon sıcak su iç bık yeter hastalık peş bırak
insanlardan insanlara laf anlatmaktan gerçekten sıkıldım ,uzgun,insan insan laf anlat gerçekten sıkıl
fiziğin yeniden yeniden yeniden allah belasını versin yeter bıktım ,uzgun,fiziğ yeniden yeniden yeniden allah bela ver yeter bık
bebeler hasta olucam üşüyorum başım ağrıyor burnum ağrıyor halsizim mutsuzum benimle ilgilenin ,uzgun,bebe hasta olucam üş baş ağr burn ağr hal mutsuz ben ilgilen
ergenliklerinizden sıkıldım ,uzgun,ergenlik sıkıl
sensiz mutsuzum ziyanım kayıbım ölü adamım ,uzgun,sen mutsuz ziyan kayıb ölü adam
evime tablo almıştım çogzel çerçeveleri kırık geldi iade ettim beğenerek almıştım mutsuzum ,uzgun,ev tablo al çogzel çerçeve kırık gel iade et beğen al mutsuz
gratise giden varsa hediye alsın mutsuzum ,uzgun,gratis gid var hediye al mutsuz
mutsuzum çiğköfte yemem lazım makarna yemem lazım alışveriş yapmam lazım ,uzgun,mutsuz çiğköfte ye lazım makarna ye lazım alışveriş yap lazım
hastanede kullandığım beyaz kalemim kırıldı mutsuzum ,uzgun,hastane kullan beyaz kalem kır mutsuz
yıldım yıprandım soldum anlatılabilir bilmiyorum anlayın ,uzgun,yıl yıpran sol anlat bil anla
yıprandım para cezasına çevirelim lütfen ,uzgun,yıpran par ceza çevir lütfen
üzgünüm tekrar birine kendimi anlatabileceğimi sanmıyorum ,uzgun,üzgün tekrar biri kendi anlat san
kırıldım döküldüm yıprandım kimsenin haberi yok ,uzgun,kır dök yıpran kimse haber yok
vize haftasında yıprandım ,uzgun,vize hafta yıpran
üzgünüm gayet mantıklı konuşuyorum anlayamıyorsunuz ,uzgun,üzgün gayet mantık konuş anla
saat an once olabilir bunaldım ,uzgun,saat an once ol bunal
vizelerden bunaldım sabahı ülkeyi terkedeceğim ,uzgun,vize bunal sabah ülke terked
keşke insanlara kendime güvenseydim azından yarı yolda kalmazdım ,uzgun,keşke insan kendi güven az yarı yol kal
düşündüm bunaldım yeter eve tıkılıp kaldım çalış çalış coşmak lazım ,uzgun,düşün bunal yeter ev tık kal çalış çalış coş lazım
hissetmediğim özgür olmadığım mutsuz düşünemeyeceğim umutsuzum ,uzgun,hisset özgür ol mutsuz düşün umut
yorgunum uykusuzum hastayım umutsuzum kötüsü mutsuzum tabikide okulla ilgisi ,uzgun,yorgun uyku hasta umut kötü mutsuz tabikide okul ilgi
kardeşime asphalt oynasın bilgisayarı verdim pişmanım ,uzgun,kardeş asphalt oyna bilgisayar ver pişman
umuda sarılarak yaşıyorum umutsuzum ,uzgun,umu sar yaş umut
bayanlar ligine bahis almış umutsuzum keyifsizim halsizim başakşehir ,uzgun,bayan lig bahis al umut keyif hal başakşehir
iyi çaba sarf etmekten sıkıldım ,uzgun,iyi çaba sarf et sıkıl
gece senedir benimle emektar arkadaşım canım kalemimi kaybettik üzgünüm ,uzgun,gece se ben emektar arkadaş can kalem kaybet üzgün
üzgünüm yitirdiğiniz canlarınız hemde ölmenize sevinen öküzler ,uzgun,üzgün yitir can hemde öl sevin öküz
odamda örümcek fazla üzgünüm yerim kaşınmaya başladı kocaman ,uzgun,oda örümcek fazla üzgün ye kaşı başla kocaman
okuldan erken çıktım yüzyılın olayları yaşanıyordur kesin an üzgünüm ,uzgun,okul erken çık yüzyıl olay yaşa kesin an üzgün
kafamı toparlayamıyorum kere gözlerim daldığında düzelemiyorum iyice tükendim bittim yokum ,uzgun,kafa toparla ker gözle dal düzel iyi tüken bit yok
biriniz yüzünden hepinize duvarlar ördüm üzgünüm ,uzgun,biri yüzünden hep duvar ör üzgün
gratis nolur indirim yapma tükendim ,uzgun,gratis nolur indirim yap tüken
bende tükendim ziyadesiyle insanlar bizzat tarafımdan ,uzgun,ben tüken ziyadesiyle insan bizzat taraf
kendime sürekli saksıyı çalıştır glikoz harca tükendim ,uzgun,kendi sürekli saksı çalış glikoz harca tüken
üniversite okumaya kalkan aklıma tüküreyim tükendim ,uzgun,üniversite oku kalk akl tükür tüken
yolda yürürken birden yere oturup tükendim yeter istiyorum ,uzgun,yol yürü birden yer otur tüken yeter ist
moralim bozuk hadi moral depolayın ,uzgun,moral bozuk hadi moral depola
moralim bozuk baya bozuk bozuk varya ,uzgun,moral bozuk bay bozuk bozuk vary
an moralim bozuk kulaklığımı unutmuşum güne puanım ,uzgun,an moral bozuk kulak unut gün puan
gratiste indirim mutsuzum ,uzgun,gratis indirim mutsuz
kokoreç yerken canım yanıyor mutsuzum ,uzgun,kokoreç ye can yan mutsuz
mutsuzum yatağıma yatıp şarkı dinleyerek uykuya dalmak istiyorum sonsuza yataktan çıkmamakta tek hayalim ,uzgun,mutsuz yatağ yat şark dinle uyku dal ist sonsuz yatak çık tek hayal
yeni aldığım kıyafetlerimi yerde unuttum bilmiyorum mutsuzum efkarlıyım ,uzgun,yeni al kıyafet yer unut bil mutsuz efkarlı
hesaplamalarıma düzenli sporu bıraktığımdan mutsuzum ,uzgun,hesapla düzenli spor bırak mutsuz
sensiz mutsuzum ziyanım kayıbım ölü adamım ,uzgun,sen mutsuz ziyan kayıb ölü adam
yarın okula gitmek istemiyorum şimdiden anneme karnım ağrıyor ağlıyorum umarım sabahta inanır gitmem ,uzgun,yarın okul git iste şimdiden anne karn ağr ağl um sabah inan git
şeytan diyor sat evi arabayı bitcoine para göm iken almadım pişmanım ,uzgun,şeytan di sat ev araba bitcoin par göm iken al pişman
hayrından umutsuzum getirme bari şerrini ,uzgun,hayr umut getir bari şerr
üzgün mutsuz üstelik umutsuzum ,uzgun,üzgün mutsuz üstelik umut
mutsuzum umutsuzum çare yok yarına vizelerde geldiğim nokta ,uzgun,mutsuz umut çare yok yar vize gel nokta
yorgunum mutsuzum umutsuzum üçgenin kahrolup gidicem ,uzgun,yorgun mutsuz umut üçgen kahrol gidi
zorla gezmeye götürülüyorum ağlayacağım ,uzgun,zorla gez götür ağla
sporda yıldız tilbe dinliyorum umutsuzum ,uzgun,spor yıldız tilbe dinl umut
fal kapatmıyorum umutsuzum ,uzgun,fal kapat umut
saatlik yoldan turşu getir bozuk çıksın moralim bozuldu ,uzgun,saat yol turşu getir bozuk çık moral bozul
moralim bozuk telefon aldım moralim düzelmedi uçurumdan atın ,uzgun,moral bozuk telefon al moral düzel uçur at
moralim bozuk gün fazla online olamam hakkınızı helal edin ,uzgun,moral bozuk gün fazla online ol hakk helal ed
puscifer yeni keşfettiğim pişmanım ,uzgun,puscifer yeni keşfet pişman
bugün hepimiz erken yatıcaz moralim bozuk ,uzgun,bugün hep erken yatıcaz moral bozuk
özledim uzak durmak zorundayım acıyı bilemezsin ,uzgun,özle uzak dur zor acı bil
huzursuzum mutsuzum iyiler gidiyor dünyayı kötüler sardı duvar üzerime geliyor ,uzgun,huzur mutsuz iyi gid dünya kötüle sar duvar üzer gel
montreal’de hava dereceymiş moralim bozuk ,uzgun,montreal hava derece moral bozuk
moralim bozuk avrupa yakası izleyip moralimi düzeltmeye çalışıyorum an ,uzgun,moral bozuk avrupa yak izle moral düzelt çalış an
keşke verdiğimiz değere değseniz ,uzgun,keşke ver değer değ
küfür üzgünüm yakışmadı ,uzgun,küfür üzgün yakış
anam zorla akraba ziyaretine götürüyor üzgünüm ,uzgun,ana zorla akraba ziyaret götür üzgün
doğru kabul edemem üzgünüm ,uzgun,doğru kabul ed üzgün
bence türkiye diyet yapılabilecek ülke üzgünüm ,uzgun,bence türki diyet yap ülke üzgün
kendime zor katlanıyorum boş triplerinizi çekemem üzgünüm ,uzgun,kendi zor katlan boş trip çek üzgün
bugün hayat yordu yemin ederim yıprandım fanusta yaşıyorum ,uzgun,bugün hayat yor yem ed yıpran fanus yaş
gözlerinin yeşilini ormanın yeşilini özledim ,uzgun,göz yeşil orman yeşil özle
şeyin bilincindeyim keşke olmasam ,uzgun,şey bilinc keşke ol
yoruldum yıprandım tükendim sefer harbi bittim ,uzgun,yor yıpran tüken sefer harbi bit
keşke umutlarımı kaybettiğim anda mucize an ,uzgun,keşke umut kaybet an mucize an
üzgünüm üzdüm pişman değilim ,uzgun,üzgün üz pişman değil
hayal kırıklığı yaşamaktan yıprandım ,uzgun,hayal kırık yaşa yıpran
umarım gözlüğüm gelmiştir özledim ,uzgun,um gözlüğ gel özle
büyü sanırım üstümde mutlu olacakken birileri bozuyor vallahi bıktım ,uzgun,büyü san üst mutlu ol biri boz vallahi bık
anasayfam özledim tweetleri görüyorum özlesin ,uzgun,anasayfa özle tweet gör özle
bıktım takipçiden unf atın azalsın artsın ,uzgun,bık takip unf at azal art
üstüm başım dağınık bıktım dünyadan karanlık çıkarın burdan ,uzgun,üst baş dağınık bık dünya karanlık çıkar bur
üzüldüm yedirdiğin dutlara sayıyorum ,uzgun,üzül yedir dut say
özledim söyleyeceklerim kısa derin ,uzgun,özle söyle kısa derin
köyde yaşadığım günleri inekleri otlatmayı özledim ,uzgun,köy yaşa gün inek otla özle
yanıldığımı sanmıştım üzüldüm bugün gördüm kimseye güvenmemek gerekiğini anladım ,uzgun,yanıl san üzül bugün gör kimse güven gerekiğini anla
uykuyu otobüste uyuyarak tükettiğim üzgünüm ,uzgun,uyku otobüs uyu tüket üzgün
aşırı yorgun mutsuzum galiba hayattan beklentim yok ,uzgun,aşırı yorgun mutsuz galiba hayat beklenti yok
dönüş vakti içimde dem hüzün ,uzgun,dönüş vakt iç de hüzün
günden evet sevdiğim unutmak istediğim günden mutsuzum ,uzgun,gün evet sev unut iste gün mutsuz
aramızda kalsın demeseydin keşke üzgünüm sevdiceğim ,uzgun,ara kal de keşke üzgün sevdiceğim
bugün yorgun mutsuzum an ölmek istiyorum ,uzgun,bugün yorgun mutsuz an öl ist
maraşa gittiği mutsuzum ,uzgun,maraş git mutsuz
bugün fotoğraf çekilme arkadaşım ekildim taksimin göbeğinde mutsuzum ,uzgun,bugün fotoğraf çekil arkadaş ek taksi göbeğ mutsuz
tükenmişlik sendromu yaşıyorum gerçekten tükendim ,uzgun,tüken sendrom yaş gerçekten tüken
alesi formasyon sınavı sınavı galiba tükendim edin ,uzgun,ales formasyon sınav sınav galiba tüken ed
üzgünüm mutsuz olduğumda sezen aksu dinlerim ,uzgun,üzgün mutsuz ol sez aksu dinle
güçlü olmamı bekliyor gerçekten tükendim ,uzgun,güçlü ol bekl gerçekten tüken
kitap okumayı özledim ,uzgun,kitap oku özle
vizeler bitti bende bittim tükendim yeminle ,uzgun,vize bit ben bit tüken yem
naifçe gayrimeşru kovalardık özledim yılları ,uzgun,naif gayrimeşru kovala özle yıl
hafız ağlatma üzgünüm ,uzgun,hafız ağla üzgün
özledim diyorsun mektubunda kuru özledim yazdı yanık yüreğin ,uzgun,özle di mektub kuru özle yaz yanık yüreğ
kaygılı insanlarla dertleşmeyi seviyorum anlaşıldığımı hissediyorum bıktım abartma boşver diyenlerden ,uzgun,kaygı insan dertleş sev anlaş hissed bık abart boşver di
yazılılar engelliyor bıktım bıktım stresinden kendisinden ,uzgun,yazılı engell bık bık stres kendi
anlayışlı taklidi yapmaktan bıktım toplu katliam yapıcam olucak ,uzgun,anlayış taklidi yap bık toplu katliam yapıcam olucak
grip oldum bıktım ,uzgun,grip ol bık
bıktım beleşçisiniz arkadaşlar ,uzgun,bık beleş arkadaş
ingilizce dersler çalışmaktan bıktım an vizeler bitse portekizce almanca ispanyolca çalışmaya geri dönsem ,uzgun,ingilizce ders çalış bık an vize bit portekizce almanca ispanyolca çalış geri dön
instagramda yanlışlıkla kalp göndermekten bıktım kaldırın özelliği ,uzgun,instagram yanlışlıkla kalp gönder bık kaldır özelliğ
of dertlendim durduk yere resmen boş vakitlerimde hobi kendime dert ediniyorum ,uzgun,of dertlen dur yer resmen boş vakit hobi kendi dert edin
ceren dalga geçti gece gece dertlendim ,uzgun,ceren dalga geç gece gece dertlen
anlat karadeniz paylaşımlarından bıktım ,uzgun,anlat karadeniz paylaşım bık
gelmemi bekliyorlar bıktım inşaat sesinden ,uzgun,gel bekl bık inşaat se
üzgünüm destek olamıyorum sonu malum misafirlik ,uzgun,üzgün destek ol son malum misafir
gündür dershaneye gitmiyorum özledim galiba ,uzgun,gün dershane git özle galiba
bugün yıkığım biliyor bezginim çaresizim umutsuzum ,uzgun,bugün yıkığ bil bezgin çare umut
emin olma duygusunu özledim elimi atsam şüphe ,uzgun,emin ol duygu özle el at şüphe
merhaba antalyadan gidiyorum hüzünlüyüm ,uzgun,merhaba antalya gid hüzün
bugün güne yarın kmaraşa gideceğimi hatırlayarak uyandım hüzünlüyüm ,uzgun,bugün gün yarın kmaraşa gid hatırla uyan hüzün
trabzondayken evde olduğum saat hüzünlüyüm ,uzgun,trabzon ev ol saat hüzün
gece kankalarımı kaybettim hüzünlüyüm elleşmeyin ,uzgun,gece kanka kaybet hüzün el
gereksiz kayıpları köpek pişmanım lan ,uzgun,gerek kayıp köpek pişman lan
bugün fatih istanbulu fethedemeden bitirdik okulu hüzünlüyüm ,uzgun,bugün fatih istanbul fethed bitir okul hüzün
yarın deneme sınavı gün boyunca uyuyacaktım hüzünlüyüm ,uzgun,yarın deneme sınav gün boyunca uyu hüzün
kendimi savunmaktan yoruldum demekten bıkmadınız ,uzgun,kendi savun yor de bık
yoruldum cidden düşünmekten yoruldum ,uzgun,yor cidden düşün yor
ihtimallerden yoruldum olmucaksa olmasın ,uzgun,ihtimal yor olmucaksa ol
tren camından dünyayı gördüm haline üzüldüm ,uzgun,tren cam dünya gör hal üzül
naim süleymanoğlu vefat etmiş üzüldüm mekanı cennet hoşçakal dev adam ,uzgun,naim süleymanoğlu vefat et üzül mekan cennet hoşçakal dev ada
yalan söylediğine üzülmedim inanamayacağıma üzüldüm ,uzgun,yalan söyle üzül inan üzül
şehitlerimiz üzgünüm allah makamına erdirsin milletimizin başı sağolsun ,uzgun,şehit üzgün allah makam er millet baş sağol
üzgünüm yanıcak canım kalmadı ,uzgun,üzgün yanıcak can kal
kötüyüm kankalarımdan tanesi italya’ya tanesi askere gidiyor ,uzgun,kötü kanka tane italya tane asker gid
terkettin çağırdın kırdın sitem ettin kötüyüm ,uzgun,terket çağır kır site et kötü
mutsuzum adonisimi kaybedersem mutsuz olucam alışverişi ,uzgun,mutsuz adonis kaybed mutsuz olucam alışveriş
gratise vereceğim parayı kpss kitaplarına verdiğim fazlaca mutsuzum ,uzgun,gratis ver para kpss kitap ver fazla mutsuz
kırgınım tarifi yok ,uzgun,kırgın tarif yok
ragnar öldü aşırı mutsuzum vize haftası koymamıştı ,uzgun,ragnar öl aşırı mutsuz vize hafta koy
aşkım kötüyüm hemen istemeye gelebilir misiniz ,uzgun,aşk kötü hemen iste gel mi
kalbim dayanamayacak ağlıyorum… telefonu bırakıyorum… kötüyüm ,uzgun,kalb dayan ağl telefon bırak kötü
kimseye ücretsiz arkadaşlık hizmeti vermiyorum çiçek çocuğum yıprandım ,uzgun,kimse ücret arkadaş hizmet ver çiçek çocuğ yıpran
duyguları kaybettiğimiz üzgünüm ,uzgun,duygu kaybet üzgün
ister “seni özledim” mesaj geliyormuş ,uzgun,ister se özle mesaj gel
allahım yıprandım bi işe yaramam ölebilir miyim lütfen ,uzgun,allah yıpran bi işe yar öl mi lütfen
sığ yüzümü kapattığım saçlarımı kestirdiğimden pişmanım ,uzgun,sığ yüz kapat saç kes pişman
birileri anlasın tükendim yıprandım yoruldum ,uzgun,biri anla tüken yıpran yor
yıllar aradım haklı bendim pişmanım aradığım ,uzgun,yılla ara hak bend pişman ara
uyumadığım zamanlar pişmanım ,uzgun,uyu zamanla pişman
herkesten bunaldım anlatamam ,uzgun,herkes bunal anlat
yavşağın ses azer bülbül açmış durduk yere dertlendim ,uzgun,yavşağ ses azer bülbül aç dur yer dertlen
lig düştük iyi dertlendim bak ,uzgun,lig düş iyi dertlen bak
olamadıklarım üzgünüm olduklarımla kabullen ,uzgun,ol üzgün ol kabullen
yorgunum tükendim duyup görüyorum ,uzgun,yorgun tüken duy gör
harcadığım boşa pişmanım ,uzgun,harca boşa pişman
askıya alınan hesaplarım özlediler özledim ,uzgun,askı alın hesapla özle özle
tükendim yaraları açan dağılmıyor içimdeki duman ,uzgun,tüken yara aç dağıl iç duma
kreşte öğlen uykusuna yatırıyorlar ağladığım günler pişmanım ,uzgun,kreş öğle uyku yatır ağla günle pişman
gitmekten yoruldum kenarda oturup soluklanmak istiyorum ,uzgun,git yor kenar otur soluklan ist
bıktım şeyin şeyliğinden bıktım ,uzgun,bık şey şey bık
bilgilerin fazla puan eksik sınav kağıdımdan alabiliyorum amk bıktım ,uzgun,bilgi fazla puan eksik sınav kağıd al amk bık
fındık kabuğunu doldurmayan meseleleri kafama takmaktan bıktım ,uzgun,fındık kabuğ doldur mesele kafa tak bık
lise sıralarında tuğçeyle internetinden fi izlemeyi özledim be ,uzgun,lise sıra tuğçe internet fi izle özle be
of bunaldım durumlarda yapcağımı bulabilmiş değilim ,uzgun,of bunal durum yapcağımı bul değil
of senedir okula gelip gitmekten bunaldım sıralar geldin diyor ,uzgun,of se okul gel git bunal sırala gel di
kötüyüm hastalık geçicek ,uzgun,kötü hastalık geçicek
üzülüyorum sıkılıyorum kötüyüm ,uzgun,üzül sıkıl kötü
üzgünüm tekrar birine kendimi anlatabileceğimi sanmıyorum ,uzgun,üzgün tekrar biri kendi anlat san
arkadaşlarla yazın kaçmak tek çarem kolumu kırıp rapor almak üzgünüm ,uzgun,arkadaş yazın kaç tek çare kol kır rapor al üzgün
akıl teselli veriyorum kendime gelince dokunsalar ağlayacağım ,uzgun,akıl teselli ver kendi gel dokun ağla
beklemekten yoruldum nefesim tükeniyor ,uzgun,bekle yor nefes tüken
saat gördüğüm an özledim ağlıyorum allahım ,uzgun,saat gör an özle ağl allah
gel gör kötüyüm bugün sesime ses değse çığlık ,uzgun,gel gör kötü bugün ses ses değ çığlık
dünyadaki kötü zamanını göz boşa harcadığını görmek iliklerime pişmanım anasını satayım ,uzgun,dünya kötü zaman göz boşa harca gör ilik pişman ana sat
kuş banyoya girmiş çıkmıyor giremiyorum yüzden ağlayacağım ,uzgun,kuş banyo gir çık gir yüz ağla
kredi kartının kullanma tarihini sorduğumda kullandım diyen annemi üzdüğüm günler pişmanım ,uzgun,kredi kart kullan tarih sor kullan di anne üz günle pişman
markete gidip dünyayı alıp evde dizi izleyerek ağlayacağım yarın okullar açılıyor ,uzgun,market gid dünya al ev diz izle ağla yarın okul açıl
pişmanım kitap okumadığım ,uzgun,pişman kitap oku
mcrı özledim three cheers dinleyip ağlayacağım ,uzgun,mcrı özle three cheers dinle ağla
üzgünüm iyice olmaktan çıktım ,uzgun,üzgün iyi ol çık
jahovic’in konya’ya gitmesine evladım evi terk etmişcesine üzüldüm ,uzgun,jahovicin konya git evlad ev terk etmişcesine üzül
alsın dışarda sıkıldım ,uzgun,al dışar sıkıl
oclock dinliyorum kötüyüm birazdan sea dinliyecem ,uzgun,oclock dinl kötü birazdan sea dinliyecem
yaşında görünmekten sıkıldım yeminlen sıkıldım keşke saçlarım ağarsa ,uzgun,yaş görün sıkıl yemin sıkıl keşke saç ağar
unflamak istiyorum sıkıldım ,uzgun,unflamak ist sıkıl
derdimi kendime anlatmakdan sıkıldım ,uzgun,derd kendi anlatmakdan sıkıl
gün birilerine yol vermekten sıkıldım uzun süre tek kalmayı tercih ediyorum ,uzgun,gün biri yol ver sıkıl uzun sür tek kal tercih ed
kendimi birilerine anlatmaktan sıkıldım soranlara boş adam imajı çiziyorum ,uzgun,kendi biri anlat sıkıl sor boş ada imaj çiz
burdan sıkıldım olmazdı ,uzgun,bur sıkıl ol
işime gideyim sıkıldım bitmeyen pazardan ,uzgun,iş gid sıkıl bit pazar
den kadınları anlamak zor bence amcalara babama üzülüyorum ,uzgun,de kadın anla zor bence amca baba üzül
diyelim gece kötüyüm teselli edersiniz ,uzgun,di gece kötü teselli ed
abounun gol atabilme ihtimalini düşündükçe üzülüyorum ,uzgun,abou gol at ihtimal düşün üzül
arkadaşlarımın aileleriyle sorunlarını duyunca üzülüyorum ailem sonsuz şükrediyorum ,uzgun,arkadaş aile sorun duy üzül aile sonsuz şükred
üzülerek söylüyorum üzülüyorum ,uzgun,üzül söyl üzül
yapraksız ağaçları görünce üzülüyorum öylede ruh halim ,uzgun,yaprak ağaç gör üzül öyle ruh halim
üzülüyorum neye bilmiyorum hatırlamıyorum ,uzgun,üzül ne bil hatırla
